"","LiSaintAlexis.txt","LiSaintJerome.txt","LiSaintDialogues.txt","LiSaintBenoit.txt","LiSaintBrice.txt","LiSaintGilles.txt","LiSaintNicolas.txt","LiSaintMartin.txt","LiSaintMarcel.txt"
"rifar",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"midie",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"escrangier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sornugue",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ciser",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ancoisne",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"sorprengier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jesable2",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"helleil",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"berrance",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"genevir",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"avelent",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"orabi",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"surjurage",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"helier",-0.0033,-0.0019,-0.0151,-0.0102,-0.0011,-0.0035,-0.0167,-0.0121,-0.0122
"estorbieu",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"aletis",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"asat",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jhelu",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sapatre",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"abamoille",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"conque",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"senee",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"propostier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"helosïus",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sarchaz",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"bendal",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"corres",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"assage2",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"voirr",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"bendag",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"escreschier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"bendan",-0.0044,-0.0026,-0.0201,-0.0136,-0.0015,-0.0047,-0.0222,-0.0162,-0.0162
"bendant",-0.0033,-0.0019,-0.0151,-0.0102,-0.0011,-0.0035,-0.0167,-0.0121,-0.0122
"corroçain",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"medle",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"enfuillier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"descendrecion",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"multidioine",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sacus",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"michain",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"embusdre",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"entaschale",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabutir",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"culvetté",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabut",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"nabuthe",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabutor",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"nabutif",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"baif",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabutre",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"mespardre",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabus",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabous",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nabrit",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"siscent",-0.0131,-0.0077,-0.0604,-0.0407,-0.0044,-0.0141,-0.0666,-0.0485,-0.0487
"judan",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ende",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"conversable",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"johagne",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"relige",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"esliment",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"josephier",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"josdart",-0.0077,-0.0045,-0.0353,-0.0238,-0.0026,-0.0082,-0.0389,-0.0283,-0.0284
"ramois",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"galatar",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"galataire",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"himer",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"havoir",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"senefhac",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"gäaille",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"ramoit",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"encondire",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"senefhait",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"boffet",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"josentir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"juspart",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"suschier2",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"regnedin",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"josdardir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"privier1",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"onquelon",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"entrecontrer",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"assoagner",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"enoz",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"semblart",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"esbit",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hurpert",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"galgais",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"heloise",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hellise",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hiel",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"jurdan",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"eustaillier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hellese",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"barage",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"peconir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"tuise",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"müand",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"helisenos",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"helisenc",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"josebhet",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"defendable",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"frention",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"eslignor",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"helisenl",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"versoillir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"buscon",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"alemandrie",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"galagie",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"serjorner",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"coillier",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"balsacie",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"corroçais",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"aurarit",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sachien",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"garantien",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"elixon",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"namand",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"edislif",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"cuidiee",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"halait",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"cuiniee1",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"flotante",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"embidier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hal1",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"avuité",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"semblanter",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"fiense",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"gernais",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"boisant",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"murgrois",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"guerrehon",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nutarien",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"alomant",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"envivre1",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"deflaton",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"plardré",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"iretet",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"lëevar",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"enfermeté",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"fue1",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"helisel",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"josebhier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"nutarin",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"lombait",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"josef",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"entrelais",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jahhart",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"dozoine",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"joramant",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"josefhart",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ramotier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hil2",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"abachier2",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"isne",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jugelent",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"montainde",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"madame",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"guinpuis",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"garadt",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"desflurer",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"plardas",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"aprovent",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"achavir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"hieu",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"coutive",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"festement",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jaiten1",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"eslavenir",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"josbatre",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"embladi",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jusebrefait",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ataillier1",-0.0027,-0.0016,-0.0126,-0.0085,-9e-04,-0.0029,-0.0139,-0.0101,-0.0101
"joiade",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jode",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"sebi2",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"berrancee",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"joiader",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"absolus",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jodaindre",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"edifïement",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"aindon",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"acorjanement",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"talor",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"solader",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"aconte",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"joiades",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"laper",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"desfaiture",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jodache",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sametre",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jöerchaz",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jahhacier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"saler2",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"johacier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"charrez",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jöerchier",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"jöeca",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"semblar1",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"moisi1",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"amastir",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"centaine",-0.0049,-0.0029,-0.0227,-0.0153,-0.0016,-0.0053,-0.025,-0.0182,-0.0183
"enombrer",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"patrain",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jacel",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"semarde",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"amast",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"amaisier",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"bethige",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"sire1",-0.0022,-0.0013,-0.0101,-0.0068,-7e-04,-0.0023,-0.0111,-0.0081,-0.0081
"jöefac",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"entamiser",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ametrel",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"damacie",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jeromado",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"gurabel",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jehuel",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"censier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"esvechëor",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"seploce",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"avarie",-0.0011,-6e-04,-0.005,-0.0034,-4e-04,-0.0012,-0.0056,-0.004,-0.0041
"gadder",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"carpance",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"manange",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"gaddon",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"regnan",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"taillacien",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"tarchier2",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"parchecier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"romele",-0.0044,-0.0026,-0.0201,-0.0136,-0.0015,-0.0047,-0.0222,-0.0162,-0.0162
"talegatier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"ainon",-0.0016,-0.001,-0.0076,-0.0051,-5e-04,-0.0018,-0.0083,-0.0061,-0.0061
"cede",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"gäalande",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"netamius",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jovangier",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jugamer",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"jugator",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
"contenoine",-5e-04,-3e-04,-0.0025,-0.0017,-2e-04,-6e-04,-0.0028,-0.002,-0.002
